customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-04256,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),96.63,1091.74,No
TC-04257,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.81,1666.33,No
TC-04258,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),47.27,298.75,No
TC-04259,Male,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),37.53,1652.69,No
TC-04260,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.01,2607.09,No
TC-04261,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.79,625.34,Yes
TC-04262,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.58,3377.59,No
TC-04263,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.53,1216.71,No
TC-04264,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,68.73,2114.88,Yes
TC-04265,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),34.74,2350.11,No
TC-04266,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,93.76,958.05,No
TC-04267,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.31,2073.68,Yes
TC-04268,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.34,546.24,Yes
TC-04269,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),112.76,1747.45,Yes
TC-04270,Female,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),107.3,4637.96,No
TC-04271,Female,1,Yes,Yes,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,47.78,1094.72,No
TC-04272,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),47.19,1149.1,No
TC-04273,Female,1,No,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.92,2434.15,No
TC-04274,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.91,5095.72,No
TC-04275,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.1,1.21,No
TC-04276,Male,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.54,3036.16,Yes
TC-04277,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),25.85,1405.49,No
TC-04278,Female,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.78,2873.03,No
TC-04279,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.58,4677.97,No
TC-04280,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.97,3043.03,No
TC-04281,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.18,3720.68,No
TC-04282,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,42.44,492.31,No
TC-04283,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.11,2203.74,No
TC-04284,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),54.83,162.54,No
TC-04285,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.76,2576.48,No
TC-04286,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.84,3951.94,No
TC-04287,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.76,1264.78,No
TC-04288,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),86.5,5137.53,No
TC-04289,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,40.01,372.65,No
TC-04290,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.24,106.24,Yes
TC-04291,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.73,1205.03,No
TC-04292,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71.76,2923.29,No
TC-04293,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,3086.96,Yes
TC-04294,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.53,3624.16,No
TC-04295,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,70.22,4257.92,No
TC-04296,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.75,1060.55,Yes
TC-04297,Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,30.08,807.52,Yes
TC-04298,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.22,3503.86,No
TC-04299,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.96,2185.95,No
TC-04300,Female,1,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.88,4968.89,Yes
TC-04301,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.08,2616.1,Yes
TC-04302,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,106.91,2141.01,No
TC-04303,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.41,174.4,Yes
TC-04304,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.38,1204.86,Yes
TC-04305,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.4,1760.48,No
TC-04306,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.14,4103.05,No
TC-04307,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.78,788.46,Yes
TC-04308,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.06,1157.46,Yes
TC-04309,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.66,3092.12,No
TC-04310,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),115.61,6338.66,No
TC-04311,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.63,1216.75,No
TC-04312,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.33,141.65,No
TC-04313,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.68,4796.12,No
TC-04314,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.06,412.01,No
TC-04315,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),85.48,5074.1,No
TC-04316,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.57,1943.38,No
TC-04317,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.84,289.53,Yes
TC-04318,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.25,2273.81,No
TC-04319,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),37.56,2074.36,No
TC-04320,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),42.7,1477.95,Yes
TC-04321,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),40.12,479.42,No
TC-04322,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),99.37,3771.71,No
TC-04323,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.33,1342.64,No
TC-04324,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,47.65,2170.82,No
TC-04325,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,52.51,45.79,Yes
TC-04326,Male,1,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,113.78,4970.32,No
TC-04327,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,36.39,1041.34,Yes
TC-04328,Female,1,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),106.68,5774.86,No
TC-04329,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),91.68,3644.29,No
TC-04330,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,79.35,1763.17,No
TC-04331,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.41,3277.66,No
TC-04332,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),60.29,1671.81,No
TC-04333,Male,0,No,No,50,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.89,3217.97,No
TC-04334,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.61,1950.56,Yes
TC-04335,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.09,687.77,Yes
TC-04336,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.12,1007.97,No
TC-04337,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),94.86,4215.89,No
TC-04338,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.01,3775.68,No
TC-04339,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.21,1555.25,Yes
TC-04340,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.34,4888.99,Yes
TC-04341,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61.58,3982.88,Yes
TC-04342,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.81,1675.01,Yes
TC-04343,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.85,1019.76,No
TC-04344,Male,0,No,Yes,46,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,76.75,3635.1,No
TC-04345,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.26,1582.98,No
TC-04346,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),25.08,1831.41,No
TC-04347,Male,1,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.96,2156.19,No
TC-04348,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.34,7216.46,No
TC-04349,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.37,604.34,No
TC-04350,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.04,1432.24,Yes
TC-04351,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.9,1038.97,No
TC-04352,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.36,490.15,Yes
TC-04353,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.99,3211.86,Yes
TC-04354,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.06,2696.03,No
TC-04355,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.03,5090.64,No
TC-04356,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),104.32,4906.4,No
TC-04357,Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,103.69,5039.37,No
TC-04358,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,40.15,308.58,No
TC-04359,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.5,4477.72,No
TC-04360,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.83,3990.02,No
TC-04361,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.11,4972.94,No
TC-04362,Male,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),98.58,1856.35,No
TC-04363,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.88,3554.94,Yes
TC-04364,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,46.45,1582.96,Yes
TC-04365,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,86.56,1668.57,Yes
TC-04366,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.8,1807.74,No
TC-04367,Male,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.5,4489.23,Yes
TC-04368,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.53,1579.47,No
TC-04369,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),30.57,153.1,No
TC-04370,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,99.47,1432.34,No
TC-04371,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,61.13,3331.4,No
TC-04372,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.53,2798.42,No
TC-04373,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.27,1526.09,No
TC-04374,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,44.29,2838.24,Yes
TC-04375,Male,1,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.52,2321.59,No
TC-04376,Male,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,116.3,3318.86,No
TC-04377,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.45,556.92,No
TC-04378,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.85,1798.43,No
TC-04379,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),92.84,132.95,Yes
TC-04380,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.39,2330.11,No
TC-04381,Female,0,No,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,40.85,1921.92,No
TC-04382,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.66,3384.2,Yes
TC-04383,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),21.02,676.69,No
TC-04384,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,91.15,3638.66,No
TC-04385,Male,0,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,107.53,267.65,No
TC-04386,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.26,4114.49,No
TC-04387,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,95.23,2192.28,No
TC-04388,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,111.47,5367.58,No
TC-04389,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.73,3182.3,No
TC-04390,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.67,4563.48,No
TC-04391,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.62,433.91,No
TC-04392,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),35.42,1068.46,No
TC-04393,Female,0,No,No,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,96.14,3540.82,No
TC-04394,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,117.75,6709.88,No
TC-04395,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.99,4657.67,No
TC-04396,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.98,3748.18,No
TC-04397,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.34,97.89,Yes
TC-04398,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.79,5785.13,No
TC-04399,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.97,2470.72,No
